Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Dwayne Harris,NYG,2,41,20.5,0,24,1,0,0.0,0,0
Torrey Smith,PHI,0,0,,0,0,1,9,9.0,0,9
Wendell Smallwood,PHI,2,38,19.0,0,23,0,0,,0,0
Corey Clement,PHI,1,35,35.0,0,35,0,0,,0,0
