Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jakeem Grant,CHI,6,135,22.5,0,32,0,0,,0,0
Ray-Ray McCloud,PIT,2,40,20.0,0,21,4,28,7.0,0,14
