Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Deonte Harty,NOR,2,60,30.0,0,32,3,53,17.7,1,53
Ted Ginn Jr.,NOR,1,0,0.0,0,0,0,0,,0,0
Tyler Lockett,SEA,2,47,23.5,0,29,3,12,4.0,0,8
