Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ty Montgomery,NYJ,2,31,15.5,0,21,0,0,,0,0
Tyler Ervin,JAX,2,49,24.5,0,25,3,3,1.0,0,2
Dede Westbrook,JAX,0,0,,0,0,2,22,11.0,0,24
