Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Brandon Powell,MIN,0,0,,0,0,3,32,10.7,0,15
Trent Taylor,CHI,0,0,,0,0,1,12,12.0,0,12
Velus Jones Jr.,CHI,3,90,30.0,0,37,0,0,,0,0
