Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Haack,MIA,,,,,2,77,38.5,39
Jason Sanders,MIA,,,4,4,0,0,,
Mason Crosby,GNB,4,4,1,1,0,0,,
JK Scott,GNB,,,,,1,37,37.0,37
