Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ted Ginn Jr.,NOR,0,0,,0,0,3,26,8.7,0,17
Alvin Kamara,NOR,1,23,23.0,0,23,0,0,,0,0
Jarvis Landry,MIA,0,0,,0,0,2,9,4.5,0,9
Jakeem Grant,MIA,2,45,22.5,0,23,0,0,,0,0
