Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Kai Forbath,MIN,1,1,3,3,0,0,,
Ryan Quigley,MIN,,,,,7,277,39.6,50
Justin Vogel,GNB,,,,,6,231,38.5,51
