Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Josh Lambo,JAX,3,3,2,2,0,0,,0
Brad Nortman,JAX,,,,,2,107,53.5,61
Rigoberto Sanchez,IND,,,,,7,314,44.9,58
