Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Alex Erickson,CIN,2,35,17.5,0,18,2,46,23.0,0,38
Cyrus Jones,BAL,0,0,,0,0,2,14,7.0,0,12
Chris Moore,BAL,4,67,16.8,0,24,0,0,,0,0
