Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chase McLaughlin,CLE,1,1,1,2,0,0,,0
Jamie Gillan,CLE,,,,,6,261,43.5,52
Justin Tucker,BAL,1,1,3,3,0,0,,0
Sam Koch,BAL,,,,,3,136,45.3,53
