Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
JJ Jones,LAC,0,0,,0,0,3,17,5.7,0,10
Keenan Allen,LAC,1,25,25.0,0,25,0,0,,0,0
Marcus Murphy,BUF,2,48,24.0,0,26,1,6,6.0,0,6
