Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Joey Slye,WAS,3,3,1,1,0,0,,0
Tress Way,WAS,,,,,6,260,43.3,51
Younghoe Koo,ATL,1,1,1,1,0,0,,0
Bradley Pinion,ATL,,,,,3,140,46.7,52
