Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Marcus Jones,NWE,2,47,23.5,0,25,1,7,7.0,0,7
Greg Dortch,ARI,0,0,,0,0,2,17,8.5,0,17
Pharoh Cooper,ARI,5,134,26.8,0,30,0,0,,0,0
