Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Tyler Bass,BUF,4,4,2,2,0,0,,0
Corey Bojorquez,BUF,,,,,1,68,68.0,68
Robbie Gould,SFO,3,3,1,1,0,0,,0
Mitch Wishnowsky,SFO,,,,,2,90,45.0,54
