Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Randy Bullock,CIN,4,4,2,2,0,0,,
Kevin Huber,CIN,,,,,2,96,48.0,50
Adam Vinatieri,IND,2,2,3,4,0,0,,
Rigoberto Sanchez,IND,,,,,2,95,47.5,49
