Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Dustin Colquitt,KAN,,,,,5,215,43.0,58
Harrison Butker,KAN,,,3,3,0,0,,
Aldrick Rosas,NYG,,1,2,2,0,0,,
Brad Wing,NYG,,,,,6,272,45.3,57
