Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Lac Edwards,NYJ,,,,,6,249,41.5,55
Sam Ficken,NYJ,,,2,2,0,0,,0
Randy Bullock,CIN,2,2,2,3,0,0,,0
Kevin Huber,CIN,,,,,5,238,47.6,54
