Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ameer Abdullah,MIN,2,41,20.5,0,22,0,0,,0,0
C.J. Ham,MIN,1,16,16.0,0,16,0,0,,0,0
David Moore,SEA,0,0,,0,0,1,9,9.0,0,9
Travis Homer,SEA,2,51,25.5,0,27,0,0,,0,0
