Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Dustin Hopkins,LAC,4,4,2,2,0,0,,0
JK Scott,LAC,,,,,4,185,46.3,53
Ka'imi Fairbairn,HOU,3,3,1,2,0,0,,0
Cameron Johnston,HOU,,,,,3,156,52.0,55
