Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Daniel Carlson,LVR,1,1,2,2,0,0,,0
AJ Cole III,LVR,,,,,6,315,52.5,61
Jason Sanders,MIA,2,2,2,3,0,0,,0
Jake Bailey,MIA,,,,,3,143,47.7,66
