Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Myles Bryant,NWE,0,0,,0,0,5,28,5.6,0,8
Marvin Mims,DEN,2,28,14.0,0,31,3,59,19.7,0,52
Chris Manhertz,DEN,1,1,1.0,0,1,0,0,,0,0
