Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Justin Tucker,BAL,1,1,2,2,0,0,,0
Sam Koch,BAL,,,,,4,203,50.8,57
Chris Boswell,PIT,,1,2,2,0,0,,0
Pressley Harvin III,PIT,,,,,5,217,43.4,64
