Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Justin Tucker,BAL,1,1,1,1,0,0,,0
Jordan Stout,BAL,,,,,4,154,38.5,50
Brad Wing,PIT,,,,,6,257,42.8,47
Chris Boswell,PIT,,,3,3,0,0,,0
