Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Younghoe Koo,ATL,2,2,4,4,0,0,,0
Ryan Allen,ATL,,,,,2,77,38.5,40
Thomas Morstead,NOR,,,,,4,192,48.0,51
Wil Lutz,NOR,,,3,3,0,0,,0
