Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Stephen Hauschka,BUF,,1,1,2,0,0,,
Matt Darr,BUF,,,,,4,183,45.8,53
Jason Sanders,MIA,3,3,,,0,0,,
Matt Haack,MIA,,,,,7,320,45.7,56
