Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Trent Taylor,CHI,0,0,,0,0,5,23,4.6,0,10
James Proche,CLE,0,0,,0,0,4,23,5.8,0,14
Pierre Strong,CLE,1,15,15.0,0,15,0,0,,0,0
