Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brandon McManus,JAX,4,4,1,1,0,0,,0
Logan Cooke,JAX,,,,,5,223,44.6,52
Matt Gay,IND,3,3,,,0,0,,0
Rigoberto Sanchez,IND,,,,,5,208,41.6,46
