Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
AJ Cole III,OAK,,,,,3,124,41.3,49
Daniel Carlson,OAK,,,3,4,0,0,,0
Brandon McManus,DEN,1,1,3,4,0,0,,0
Colby Wadman,DEN,,,,,5,254,50.8,57
