Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Kai Forbath,MIN,2,2,2,2,0,0,,
Ryan Quigley,MIN,,,,,6,258,43.0,54
Connor Barth,CHI,1,1,,,0,0,,
Pat O'Donnell,CHI,,,,,7,307,43.9,59
