Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Marcus Sherels,MIN,0,0,,0,0,3,41,13.7,0,21
Jerick McKinnon,MIN,2,51,25.5,0,29,0,0,,0,0
Tarik Cohen,CHI,1,14,14.0,0,14,4,25,6.3,0,14
Deonte Thompson,CHI,3,43,14.3,0,17,0,0,,0,0
