Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Danny Amendola,NWE,0,0,,0,0,3,51,17.0,0,40
Dion Lewis,NWE,1,23,23.0,0,23,0,0,,0,0
Bernard Reedy,TAM,1,16,16.0,0,16,3,29,9.7,0,14
