Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Damiere Byrd,CAR,2,34,17.0,0,22,1,-1,-1.0,0,-1
T.J. Jones,DET,0,0,,0,0,1,10,10.0,0,10
Luke Willson,DET,1,20,20.0,0,20,0,0,,0,0
