Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Avery Williams,ATL,0,0,,0,0,2,64,32.0,0,56
Trent Taylor,CIN,0,0,,0,0,3,40,13.3,0,21
Chris Evans,CIN,2,31,15.5,0,17,0,0,,0,0
