Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,4,4,,,0,0,,0
Dustin Colquitt,KAN,,,,,5,196,39.2,53
Daniel Carlson,OAK,1,1,1,1,0,0,,0
AJ Cole III,OAK,,,,,6,264,44.0,60
