Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,2,2,3,3,0,0,,
Jordan Berry,PIT,,,,,4,178,44.5,58
Randy Bullock,CIN,2,2,2,2,0,0,,
Kevin Huber,CIN,,,,,5,246,49.2,57
