Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Xavier Gipson,NYJ,1,22,22.0,0,22,3,20,6.7,0,10
Gunner Olszewski,NYG,0,0,,0,0,6,56,9.3,0,15
Parris Campbell,NYG,1,24,24.0,0,24,0,0,,0,0
