Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Michael Palardy,CAR,,,,,7,313,44.7,56
Joey Slye,CAR,,,1,1,0,0,,0
Robbie Gould,SFO,6,6,1,1,0,0,,0
Mitch Wishnowsky,SFO,,,,,3,121,40.3,46
