Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Corey Bojorquez,BUF,,,,,8,348,43.5,50
Mason Crosby,GNB,1,2,3,3,0,0,,
JK Scott,GNB,,,,,4,171,42.8,51
