Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Eddy Pineiro,CHI,1,1,3,3,0,0,,0
Pat O'Donnell,CHI,,,,,5,287,57.4,75
Colby Wadman,DEN,,,,,5,200,40.0,52
Brandon McManus,DEN,,,2,2,0,0,,0
