Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Younghoe Koo,ATL,1,1,2,3,0,0,,0
Bradley Pinion,ATL,,,,,3,122,40.7,48
Joey Slye,WAS,1,2,2,2,0,0,,0
Tress Way,WAS,,,,,3,127,42.3,45
