Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Odell Beckham Jr.,CLE,0,0,,0,0,1,-6,-6.0,0,-6
Dontrell Hilliard,CLE,3,64,21.3,0,26,0,0,,0,0
Richie James,SFO,1,4,4.0,0,4,1,32,32.0,0,32
