Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Alex Erickson,WAS,0,0,,0,0,4,25,6.3,0,13
Antonio Gibson,WAS,2,27,13.5,0,24,0,0,,0,0
Richie James,NYG,0,0,,0,0,3,18,6.0,0,12
Gary Brightwell,NYG,2,44,22.0,0,25,0,0,,0,0
