Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,1,1,1,1,0,0,,0
Pressley Harvin III,PIT,,,,,6,251,41.8,57
Jason Sanders,MIA,1,1,3,3,0,0,,0
Thomas Morstead,MIA,,,,,6,256,42.7,53
