Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Andre Roberts,BUF,2,45,22.5,0,27,1,12,12.0,0,12
Diontae Johnson,PIT,0,0,,0,0,2,20,10.0,0,13
Kerrith Whyte Jr,PIT,3,63,21.0,0,24,0,0,,0,0
