Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Britton Colquitt,MIN,,,,,4,168,42.0,46
Dan Bailey,MIN,,,1,1,0,0,,0
Rodrigo Blankenship,IND,2,2,4,4,0,0,,0
Rigoberto Sanchez,IND,,,,,2,87,43.5,48
