Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ihmir Smith-Marsette,CAR,0,0,,0,0,3,79,26.3,1,79
Raheem Blackshear,CAR,1,27,27.0,0,27,0,0,,0,0
Trent Taylor,CHI,0,0,,0,0,2,12,6.0,0,7
Tyler Scott,CHI,1,24,24.0,0,24,0,0,,0,0
