Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ryan Switzer,PIT,2,48,24.0,0,24,2,22,11.0,0,15
Alex Erickson,CIN,3,122,40.7,0,51,1,6,6.0,0,6
