Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jake Elliott,PHI,2,2,,1,0,0,,0
Braden Mann,PHI,,,,,2,81,40.5,41
Thomas Morstead,NYJ,,,,,4,194,48.5,54
Greg Zuerlein,NYJ,,,4,4,0,0,,0
