Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Kai Forbath,MIN,3,4,1,2,0,0,,
Ryan Quigley,MIN,,,,,4,171,42.8,51
Matt Prater,DET,2,2,3,3,0,0,,
Sam Martin,DET,,,,,4,180,45.0,49
