Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Wil Lutz,NOR,3,3,1,1,0,0,,0
Thomas Morstead,NOR,,,,,4,185,46.3,47
Patrick Murray,TAM,2,3,1,1,0,0,,0
Bryan Anger,TAM,,,,,2,100,50.0,54
