Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Kalif Raymond,TEN,1,19,19.0,0,19,3,19,6.3,0,11
Diontae Spencer,DEN,0,0,,0,0,2,16,8.0,0,9
