Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Cedrick Wilson Jr.,DAL,3,64,21.3,0,22,0,0,,0,0
Tarik Cohen,CHI,1,7,7.0,0,7,4,33,8.3,0,13
Cordarrelle Patterson,CHI,2,44,22.0,0,32,0,0,,0,0
