Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Adoree' Jackson,TEN,2,55,27.5,0,29,3,14,4.7,0,14
Brittan Golden,ARI,0,0,,0,0,2,20,10.0,0,10
Patrick Peterson,ARI,0,0,,0,0,2,13,6.5,0,9
D.J. Foster,ARI,2,27,13.5,0,14,0,0,,0,0
