Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,2,3,4,5,0,0,,0
Dustin Colquitt,KAN,,,,,1,26,26.0,26
Ryan Succop,TEN,3,4,,,0,0,,0
Brett Kern,TEN,,,,,4,204,51.0,65
