Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Stephen Gostkowski,NWE,2,2,3,3,0,0,,
Ryan Allen,NWE,,,,,3,105,35.0,48
Colton Schmidt,BUF,,,,,4,195,48.8,56
Stephen Hauschka,BUF,,,1,1,0,0,,
