Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Myers,SEA,2,2,2,2,0,0,,0
Michael Dickson,SEA,,,,,8,364,45.5,65
Chris Boswell,PIT,2,2,3,3,0,0,,0
Pressley Harvin III,PIT,,,,,7,335,47.9,58
