Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Dustin Hopkins,LAC,3,3,1,2,0,0,,0
Ty Long,LAC,,,,,3,162,54.0,56
Daniel Carlson,LVR,2,2,5,5,0,0,,0
AJ Cole III,LVR,,,,,4,181,45.3,54
