Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Myles Bryant,NWE,0,0,,0,0,1,2,2.0,0,2
Jalen Reagor,NWE,2,120,60.0,1,98,0,0,,0,0
Deonte Harty,BUF,0,0,,0,0,2,18,9.0,0,11
Ty Johnson,BUF,2,42,21.0,0,22,0,0,,0,0
