Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Ka'imi Fairbairn,HOU,2,2,3,3,0,0,,0
Bryan Anger,HOU,,,,,2,89,44.5,51
Adam Vinatieri,IND,4,4,,,0,0,,0
Rigoberto Sanchez,IND,,,,,4,174,43.5,48
