Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
DeAndre Carter,HOU,2,54,27.0,0,31,0,0,,0,0
Kalif Raymond,TEN,3,55,18.3,0,24,1,8,8.0,0,8
LeShaun Sims,TEN,0,0,,0,0,1,11,11.0,0,11
