Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,2,2,,1,0,0,,0
Pressley Harvin III,PIT,,,,,6,258,43.0,49
Greg Joseph,MIN,3,4,3,4,0,0,,0
Jordan Berry,MIN,,,,,3,146,48.7,51
