Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,1,1,,,0,0,,0
Jordan Berry,PIT,,,,,8,318,39.8,46
Tyler Bass,BUF,2,3,2,2,0,0,,0
Corey Bojorquez,BUF,,,,,5,228,45.6,54
